%time,field.x,field.y,field.z
1636770493823330595,0.005427947394973169,-0.06365824964783462,9.853218969393255
1636770493841437058,0.05178148832405498,-0.05626071446103941,9.865703959422996
1636770493841983179,0.0252062307848073,-0.07377586388365522,9.87903515123613
1636770493861097674,0.021467904118323545,-0.03970837584423572,9.87266114030503
1636770493861199258,0.037332424852869306,-0.0642016179119988,9.826705540278727
1636770493873149537,0.03418229777061619,-0.07794209110915533,9.846280928556434
1636770493892963067,0.0007079111138300707,-0.02782353059545658,9.846851537164728
1636770493893763482,0.02733489188689298,-0.05776971477753576,9.859477824175512
1636770493911884564,0.027096728932476426,-0.057499126091691895,9.85948006319572
1636770493912739864,0.04706683972364375,-0.06774942260686605,9.885301321025805
1636770493951128577,0.027225798154671826,-0.06765493937107225,9.8616182418851
1636770493962432729,0.03202302411163002,-0.07535997831937394,9.846308286860546
1636770493962951897,0.008629288762762434,-0.07864974958618105,9.84006349649877
1636770493982520644,0.038936516945812155,-0.04638290672993967,9.898505349488861
1636770493983519398,0.011139265855297835,-0.06376018842902095,9.820493178491633
1636770494000675513,0.028203971457925775,-0.08847308408002481,9.865895538355264
1636770494001332340,0.024429440720097617,-0.05426479772339756,9.85950536570514
1636770494021110213,0.0242315691734254,-0.05393039977202496,9.859507687224626
1636770494032095178,0.02115829326320938,-0.06807850050363325,9.87908555342466
1636770494032837272,0.021135549202728983,-0.06788865535899283,9.879086908877156
1636770494051521097,0.027389010156118054,-0.08704948535307434,9.865910499020579
1636770494052023354,0.013893407816916899,-0.047787214608615534,9.89227098312204
1636770494070543065,0.02324294118134894,-0.05273055342483132,9.859516557929009
1636770494082953266,0.01991066603712368,-0.06667765573686488,9.879097701818042
1636770494083723969,0.046011015845543526,-0.04841002377613446,9.865774205283447
1636770494101008137,0.022463438183071442,-0.05165387926452068,9.859524064376414
1636770494101971419,0.025720504337309054,-0.08508579704781914,9.865932119311895
1636770494121343865,0.01876665315449154,-0.0653386751711246,9.879108888221591
1636770494122493031,0.04794398836652731,-0.03295645900176111,9.846204461736432
1636770494140385480,0.05146211102475876,-0.06640213823313539,9.852614252031513
1636770494152573734,0.02491497740155806,-0.0839593263959131,9.865943837032612
1636770494153365864,0.04454114435670698,-0.04618675436525091,9.86579160989985
1636770494172019311,0.04789242170638302,-0.07948603855267827,9.872207439103917
1636770494172383236,0.027252853811261725,-0.06849279406289482,9.846372809983231
1636770494191127947,0.023956351149454345,-0.08244162216628413,9.865959010006044
1636770494211129006,0.0452000674986624,-0.06146558155189668,9.869012477210656
1636770494222042260,0.019779344720819898,-0.04776403697036642,9.859549425458065
1636770494222850554,0.026166142814507225,-0.06709244617343592,9.84638539818507
1636770494241470778,0.022977154604414917,-0.08124191917757491,9.865971290922829
1636770494242050710,0.01928439125185269,-0.04721822802880073,9.859553035237935
1636770494260591495,0.04601556205235195,-0.07702009548918946,9.872235911533288
1636770494272870982,0.022378002504574893,-0.08034510192893819,9.8659800139895
1636770494273445852,0.03886129022085058,-0.056724322122962835,9.885406395662537
1636770494300566201,0.024934393162531977,-0.0652243742555708,9.846401147129335
1636770494301574781,0.03835482139215458,-0.056139437429853,9.88541171164436
1636770494301704703,0.0478480235570228,-0.06118698291060007,9.852666233173561
1636770494313447976,0.04465705059333905,-0.07514875086379896,9.872256573100431
1636770494331958921,0.03786560919624019,-0.05533420569571869,9.885418138107186
1636770494332910956,0.04730352759759659,-0.06033424765087789,9.852674121140428
1636770494351211863,0.023795801440374843,-0.06366475262419295,9.846414172386936
1636770494351795029,0.04026268260426396,-0.04003108943401532,9.865836895577738
1636770494370376406,0.03704359581779111,-0.05394924956292196,9.885428907716664
1636770494382400751,0.04944734890658083,-0.0446500962928406,9.83309678491572
1636770494382967111,0.013239341705190125,-0.05696696090300565,9.879169662908625
1636770494401627847,0.022626061604854517,-0.06192361930201958,9.84642803282109
1636770494403765674,0.042707485814574835,-0.07223631548921547,9.872286939459942
1636770494420728449,0.04261556122893665,-0.07206789604871774,9.872288566904716
1636770494433177426,0.025640985547649958,-0.09501853359884033,9.852874090268502
1636770494433652007,0.015133666340933114,-0.0413104751339516,9.859586803241125
1636770494451306948,0.028163543505298986,-0.07993379498225593,9.833290647382588
1636770494451979546,0.04156201404768187,-0.07081537816432523,9.872302123058395
1636770494471519876,0.04428211897397155,-0.0562462234908273,9.852712350100592
1636770494471878375,0.017607531573827932,-0.07381711580358143,9.866040682045352
1636770494490525608,0.020338617581828068,-0.059145007466636645,9.846450106545394
1636770494501660123,0.06673298005019393,-0.05131525024242233,9.858993074987444
1636770494502272504,0.013771442361208346,-0.08687117768509729,9.88564614996053
1636770494520825372,0.016647260669674445,-0.07233828446520335,9.866053302113926
1636770494521949874,0.03314429078582924,-0.048941147477501425,9.885468814134391
1636770494541098980,0.04241914544254692,-0.05387640170460597,9.852733790792541
1636770494552425496,0.03616782827929542,-0.08199192284437758,9.891929992070624
1636770494553020122,0.015750327656874716,-0.07105555274486089,9.866064097000047
1636770494571565870,0.06222680854269533,-0.06325570025640193,9.878612441334798
1636770494572259339,0.015455247383098388,-0.07033723830759876,9.866069710384567
1636770494590640691,0.041558600231508064,-0.05215787063270074,9.852746704575507
1636770494591730091,0.04797664209200902,-0.07147759277184731,9.83961129590468
1636770494623019523,0.024590707607702322,-0.050777965010116874,9.865982432740312
1636770494623552306,0.0407339569458489,-0.05103130562982718,9.852756048157078
1636770494642024128,0.03740084730315341,-0.0649134165135698,9.87235933625931
1636770494642810116,0.007142746876550695,-0.048721358845501585,9.879220058384847
1636770494661333206,0.016609835292930746,-0.05351987001079804,9.846489284069577
1636770494661848185,0.04335304126750422,-0.08318470767851648,9.859238729221719
1636770494680394191,0.0063032843326704105,-0.047599712628618465,9.879226098831923
1636770494692569781,0.04562508293391728,-0.06817051619808767,9.839645948903625
1636770494693332393,0.006004968834600549,-0.04688180780157609,9.87922971522979
1636770494720308927,0.03945492648221971,-0.09613541726674375,9.878856569432632
1636770494720557436,0.0452566871660074,-0.0673947603164037,9.83965299386993
1636770494732616057,0.03229623419265361,-0.07607329773970842,9.891990678132784
1636770494733487983,0.011749397046825384,-0.06518552857557416,9.866110202123664
1636770494750859693,0.04156607406101084,-0.08060959529022106,9.859267815161298
1636770494751826389,0.04123143022503076,-0.08035523900713216,9.85927129772019
1636770494770951462,0.04400935392404781,-0.0657779609145258,9.839669593226258
1636770494771397438,0.03726336801106178,-0.04606110901179076,9.852794273618557
1636770494790612217,0.007806231567950263,-0.07816392309456861,9.885725340362479
1636770494802310632,0.03393200252388603,-0.05985864767862349,9.872403810713594
1636770494803352285,0.03658907503858247,-0.04518675490413361,9.852800850687114
1636770494821437052,0.040104783190416236,-0.07850052444024506,9.859290886206566
1636770494822185091,0.019730265470593106,-0.06770668072789138,9.833402975405974
1636770494840517788,0.03594308666729453,-0.04424925603720211,9.852807483351244
1636770494841717524,0.039307673683332475,-0.07756505936576061,9.859301500730986
1636770494853446433,0.01586251609874401,-0.08095517201578101,9.853020269390095
1636770494872082911,0.01570271853067299,-0.08084675612140424,9.85302141525823
1636770494872905970,0.03518701540213488,-0.04317219075592429,9.852814990041246
1636770494891241767,0.03198190170637174,-0.05714044386131508,9.872426426748378
1636770494891903112,0.034757179035386984,-0.042751226784708066,9.852818350788901
1636770494910402997,0.00826458103044727,-0.06051624801306141,9.86614348164695
1636770494922641536,0.031159205941703818,-0.056487417142083794,9.872432816645889
1636770494923907916,0.04057635399197971,-0.061457194217627464,9.839712284000338
1636770494941770871,0.04046668163632018,-0.06117769470114161,9.839714477491741
1636770494960830331,0.030480013635482892,-0.055465023693946354,9.8724407349744
1636770494961340326,0.06967505669083063,-0.07584143303395083,9.832904389223783
1636770494979975706,0.03336826872939499,-0.0881583840821773,9.878953410753281
1636770494992321053,0.029382229206376686,-0.05424769644351877,9.872450825542815
1636770494992760198,0.03569039327621404,-0.07345780276350562,9.859346716139502
1636770495012829527,0.025724057431047633,-0.06771371091330983,9.89207070808786
1636770495030548534,0.0381828389352702,-0.058396289361557,9.839740504982954
1636770495031233469,0.028279324862562273,-0.05295321911569569,9.872461073935046
1636770495050824486,0.03480326326971601,-0.07202464856789437,9.859360461471107
1636770495062989682,0.027826135099089516,-0.05227231591724878,9.872465990581954
1636770495063614271,0.0306037349441619,-0.03781889521864612,9.852852294897886
1636770495080989947,0.010784567603742511,-0.07503749835957206,9.853073980430052
1636770495081836686,0.039818031056808145,-0.04263656020864248,9.820138683473068
1636770495101154535,0.0036985238626581138,-0.05519255920767167,9.866177467419568
1636770495102196537,0.026781590468014274,-0.05106196136652606,9.872475214582641
1636770495122478918,0.04484616496831309,-0.0678824110291219,9.862530216787928
1636770495141361239,0.009470992996936734,-0.07312559007650495,9.853089705535593
1636770495141718361,0.055821860356367714,-0.06528677527655542,9.865686740833347
1636770495160219607,0.02579183669340393,-0.04935771760030637,9.872486516200993
1636770495172516790,0.048820384677940844,-0.04535030116907727,9.878786219211083
1636770495173159254,0.034910858239312996,-0.05397725470141898,9.839777892030165
1636770495191549323,0.0316755867220851,-0.06781662865313091,9.859400847090573
1636770495192430162,0.00509541872277317,-0.08552750968623106,9.8727246096221
1636770495210811547,0.054275130588239844,-0.06331132038294199,9.865708246057252
1636770495211634123,0.057028068494822115,-0.04871564707660961,9.846090678622563
1636770495230976191,0.014246306260928893,-0.041676636813949834,9.905214075060716
1636770495231406629,0.034131476498071245,-0.09984955343743929,9.865949479664266
1636770495243621336,0.033029217466739674,-0.05179731101551951,9.839796103663296
1636770495262187557,0.029913060167910323,-0.06572975858522812,9.859420486285623
1636770495263195139,0.03942143902172113,-0.07054215616581352,9.826714567292877
1636770495281212814,0.04979964382240217,-0.07533872955785217,9.885353595283505
1636770495281736534,0.062256290090484875,-0.065892813485731,9.833025859588325
1636770495300538066,0.029119073964274007,-0.06414288823792584,9.859433313292977
1636770495312618886,0.02876140506313251,-0.06406659898110613,9.859434861174252
1636770495313450234,0.028368657928983715,-0.06380111490181298,9.859437719069396
1636770495331773979,0.018413290895700797,-0.0582012354373167,9.892147559165593
1636770495332464089,0.04433217920673944,-0.039789422964650566,9.878831342587096
1636770495350910782,0.027610589409972092,-0.06284036018874911,9.859446041072559
1636770495363126947,0.024360217127874284,-0.07684918361901888,9.879074178547837
1636770495363727346,0.0036996660673669886,-0.06622041076235927,9.853142390298194
1636770495382189129,0.0501118286105785,-0.05817496892263007,9.865761895742779
1636770495383003931,0.04996157536500029,-0.05795881186835246,9.865763929622249
1636770495401417098,0.03325146412202018,-0.08101792190815144,9.846380356104326
1636770495401816204,0.03303847033976136,-0.08057274717076887,9.84638472574667
1636770495420501304,0.026073081287384583,-0.06076528555098556,9.859463234482828
1636770495431714971,0.04920206087255433,-0.0566256070431099,9.865775488883813
1636770495432205860,0.03247123931308011,-0.07968545828792785,9.846393833002924
1636770495450980303,0.04580579578238342,-0.07041369557196908,9.885409215701761
1636770495451957712,0.015676086456627516,-0.05434130729853222,9.892174234934691
1636770495471043689,0.045475395656688546,-0.06950165784490583,9.885417196222148
1636770495482258839,0.03174771398046048,-0.07836618498224585,9.846406781218324
1636770495482843283,0.024822212591574633,-0.05838906948681977,9.859480822640228
1636770495501543207,0.0642941856182427,-0.07894052485062077,9.820026992922191
1636770495502184074,0.04753678799400433,-0.05385810102205635,9.865799150259411
1636770495522651227,0.014347343609095392,-0.05194956780304193,9.892189098817296
1636770495541945546,0.040717621828723224,-0.08128192637451441,9.85940186177289
1636770495542323427,0.04668854041021876,-0.05243691959878871,9.86581085606152
1636770495560569585,0.02012762344025557,-0.07026532713158098,9.879132730907337
1636770495561135196,0.026767458510695535,-0.08937713015689287,9.866072634146521
1636770495581020466,0.02285400622666933,-0.05546204544621811,9.859502480073672
1636770495592939694,0.05954204576649505,-0.09020002485651771,9.839697171699115
1636770495593370975,0.01951103657573991,-0.06889360735089314,9.879143628797218
1636770495612215553,0.045533878709336575,-0.050471178529204574,9.865826504600571
1636770495612969550,0.02890894168007271,-0.07354103051915235,9.846452745293146
1636770495632345331,0.028666965766374324,-0.07309011463676365,9.846456810495654
1636770495633861222,0.021734208440511715,-0.0532257826856119,9.859517337923647
1636770495651227603,0.05170188831011923,-0.06845562452778839,9.852780430687302
1636770495651746057,0.028356692179845436,-0.07189600770796312,9.84646650020074
1636770495670263998,0.021477794351075857,-0.05207936004846137,9.859524021901409
1636770495682738296,0.04844430967802302,-0.08167260175596733,9.872428400677952
1636770495683452872,0.024055553573134072,-0.03736347673184666,9.839887528883509
1636770495701861993,0.0306914206460391,-0.05661686009391814,9.8268358074723
1636770495702724424,0.02732307518984011,-0.07065672601257458,9.84647839558684
1636770495721309639,0.017043529826967073,-0.06502117212927233,9.879174439177216
1636770495722208174,0.023739350433886086,-0.08417412893367628,9.86612614722915
1636770495740063299,0.036297363594231545,-0.07492730082612709,9.813796314301285
1636770495752352194,0.02327902160678616,-0.08353145217879379,9.8661327064989
1636770495753031569,0.023083964454137455,-0.08319874585745844,9.86613597614788
1636770495771589759,0.049142643705832115,-0.06458383108387894,9.852819668490257
1636770495772072381,0.022587308206406368,-0.08233186791370065,9.866144398349018
1636770495790515665,0.025260474212322304,-0.06793368380495206,9.846503063850657
1636770495803014315,0.022185224169472818,-0.08173726506590957,9.866150254606854
1636770495803576277,0.02193166098153695,-0.0813568713770896,9.866153964961217
1636770495821121350,0.027602260564379522,-0.052632680310163375,9.826867117812004
1636770495821999044,0.041789036948909626,-0.09094352662105795,9.892130871243314
1636770495841426803,0.020283556661762975,-0.032442555983314886,9.839913482055444
1636770495842288938,0.05106030521913281,-0.09524235472838002,9.859455453243395
1636770495853579072,0.04687044917186309,-0.06126109374910919,9.852851957907589
1636770495872671859,0.013685142705099629,-0.059768498349083286,9.879212836775096
1636770495873534295,0.04375869119634742,-0.07511475780419281,9.872502354387015
1636770495891999652,0.01636838765171214,-0.045086721684442034,9.859568286529859
1636770495892154336,0.04326712090371664,-0.07442817354067327,9.872509721101594
1636770495910784385,0.03620927881877769,-0.054692281441192196,9.885548506898516
1636770495922116766,0.0195761753168869,-0.07783926969743543,9.86618729866951
1636770495922627288,0.04557556046295362,-0.05955606204778443,9.852868486184054
1636770495951682099,0.03045563067481701,-0.07523816518492162,9.869358625108312
1636770495962109393,0.02132864423460294,-0.062460485343830634,9.846548605479192
1636770495962644091,0.00167198693058281,-0.051475531333994205,9.911915438892741
1636770495981298864,0.037429613944100666,-0.0382830679520733,9.8659154026551
1636770495982089582,0.045013292763333865,-0.10532284584121807,9.879161471908088
1636770496001497826,0.010822963827800123,-0.05575326247970441,9.879239863012906
1636770496001810265,0.024359786714302566,-0.09436553273308315,9.853186083964657
1636770496020655967,0.043407100709785394,-0.056438285964960616,9.852896630736453
1636770496040171703,0.03722093937293713,-0.08437619191522774,9.892207311961892
1636770496040839722,0.01972369868276692,-0.05958376887184263,9.846569779027803
1636770496051855168,0.03992129540840736,-0.06952139835052519,9.87255959049633
1636770496052651116,0.03278176545913808,-0.04977359409840552,9.885586455783097
1636770496070971892,0.02601799416774366,-0.07824377507681861,9.833552608325279
1636770496071471648,0.03931128183586298,-0.0686968925765533,9.872567809612477
1636770496090216119,0.018779167881222653,-0.05815036247247443,9.846580196077237
1636770496102400989,0.018524613665771898,-0.05777134189782586,9.846582908850467
1636770496102975235,0.038576212883731545,-0.06755904882937201,9.872578562171237
1636770496121598505,0.041056485987354174,-0.053032015326626755,9.85292562921341
1636770496122397628,0.04474548094663688,-0.08640764109529495,9.859567516656469
1636770496140746153,0.014552172503687575,-0.07057473812189248,9.86625062732245
1636770496141232737,0.01735547564241103,-0.056007087305777074,9.846595232046143
1636770496160957126,0.040385194617404335,-0.05176009741265823,9.852935166405805
1636770496172061964,0.02388974273803279,-0.07500501353821919,9.833583245754483
1636770496172618151,0.037179883399796596,-0.06536602277685535,9.872598682499081
1636770496191345066,0.03400899895504915,-0.07909004001895432,9.89226255154099
1636770496192230337,0.03672895316872149,-0.0646514506026783,9.872605074826438
1636770496210281762,0.023238935739061037,-0.07370501544350068,9.833594635440642
1636770496222614351,0.01621404131638448,-0.053879615489250465,9.846609048809242
1636770496223461015,0.029298091164533354,-0.04426279102279695,9.88562360557475
1636770496241737591,0.04564689689013119,-0.0686608391960447,9.839945314367743
1636770496242605397,0.06153586750064779,-0.044768508961631835,9.859300609403922
1636770496261242239,0.0351109353023347,-0.06263513256804197,9.872623959791914
1636770496261551235,0.034971710054509136,-0.062314588955547305,9.872626483526059
1636770496273837183,0.03491423704062976,-0.06190014464042425,9.872629293470288
1636770496292544221,0.04162958786722896,-0.08103839598316444,9.859626759357727
1636770496293689192,0.011132577876789361,-0.0652147710721675,9.86629196315108
1636770496311744229,0.03417943441416595,-0.060798994579345546,9.872638707658169
1636770496312594536,0.01766911110344289,-0.08395312801490844,9.85329457238749
1636770496330518645,0.033902179112724605,-0.06019318001255829,9.872643375367216
1636770496350195787,0.017306697528920847,-0.08326143001640747,9.853301087254959
1636770496350968276,0.049649661648862135,-0.059833288199010716,9.859491751336314
1636770496363413933,0.01259145070685697,-0.048674968950191855,9.846641450816684
1636770496382015411,0.03571005642762384,-0.04437149632434041,9.852989263934425
1636770496382807247,0.03265431807880332,-0.058253518851516396,9.872659216900402
1636770496401242781,0.03244615081400377,-0.05799141628369501,9.872661447116723
1636770496401722654,0.03223797119206251,-0.057729334396617225,9.872663664237685
1636770496421474425,0.04184934541766328,-0.06276586190243569,9.840001565987377
1636770496421906396,0.024800584134197615,-0.03768053081932229,9.885663191506994
1636770496433156116,0.017967058906654423,-0.0662293031498971,9.83365887243931
1636770496452857120,0.03105944103618229,-0.05653567147103479,9.87267435051853
1636770496453649998,0.0378711687668151,-0.07561510695727758,9.859684994777444
1636770496471827646,0.007440163514678106,-0.05987749834224983,9.866329273084473
1636770496472810879,0.040301830692423705,-0.060985697510967225,9.840019218882556
1636770496490852738,0.037155436704277636,-0.0749159495850254,9.85969305505714
1636770496491436354,0.036962064099121526,-0.07461825133695871,9.859696038598264
1636770496510040504,0.029865589319488666,-0.054934465922732,9.872687073188317
1636770496522429892,0.03673372245522285,-0.0741315254672888,9.859700563635108
1636770496525221050,0.03235889967369283,-0.04024878182549887,9.853018544263884
1636770496541632242,0.03884880566494846,-0.05947768465222642,9.840034293828175
1636770496542154166,0.012494302219400575,-0.077357376425882,9.853356483510494
1636770496560856701,0.035491734986517795,-0.07296184981225776,9.859713837834247
1636770496573097125,0.005158383507971687,-0.05715664626108976,9.866346867909524
1636770496573901834,0.025255911253077717,-0.06681104522537591,9.892379322338995
1636770496591168304,0.0349177359559836,-0.0718937771507314,9.859723732634514
1636770496592009050,0.014524777093431643,-0.06152843549802184,9.833695094788526
1636770496611312425,0.03747798844795846,-0.05715366608419922,9.840053383525728
1636770496612363213,0.037213640569138985,-0.056879794698574716,9.840055973633646
1636770496623074961,0.060263936968516216,-0.05248315849824521,9.846415256072108
1636770496642976573,0.03391594791031548,-0.0703384143498912,9.859738449230937
1636770496643746641,0.010405060703963596,-0.07409739850160463,9.853383965319466
1636770496660987125,0.026344309087371075,-0.0503096841695124,9.872721748126473
1636770496661353743,0.02324397621335179,-0.06413352752508474,9.892401974663482
1636770496681200441,0.03272998170272234,-0.06918273454910802,9.859750634975413
1636770496692216191,0.035240227922999585,-0.05472902982402742,9.840075436192294
1636770496693591207,0.02926792112710921,-0.08271330845870029,9.87943583291282
1636770496711497303,0.04819717867410848,-0.0447443257942888,9.879093716886832
1636770496712560127,0.03166905117255221,-0.06798183278184781,9.859762452095003
1636770496730716635,0.05185448458644538,-0.07765717990071877,9.885807445717735
1636770496731268375,0.02454745529298551,-0.04782814969512588,9.872738712334018
1636770496743311022,0.03830310680461999,-0.08664365396095496,9.846798370814478
1636770496770807842,0.0323398082969956,-0.05964764760353766,9.849932905898642
1636770496781984954,0.023522747155430998,-0.04663401258182584,9.872746920315706
1636770496782496085,0.046536450502885594,-0.04220331495014714,9.879112861422996
1636770496801259679,0.030064556583010833,-0.06539047136128712,9.859785001893698
1636770496801706520,0.006640435074320441,-0.06904923624170187,9.8534238905937
1636770496821506988,0.050027213066005584,-0.07470740135133566,9.885839592568262
1636770496822521031,0.029507735986321677,-0.0644362766995832,9.859792965296203
1636770496834452021,0.05246228143435119,-0.05994878434887463,9.866161959803883
1636770496860216668,0.028940772350229245,-0.06363019272415724,9.859799881356151
1636770496861334487,0.025811113611853655,-0.07751064468038987,9.879487656721786
1636770496871762187,0.04479751398192715,-0.03950417212827044,9.879132061960725
1636770496872265427,0.03248511495645915,-0.09632615299851141,9.866533779975853
1636770496891074349,0.02801743790457475,-0.06234969158619906,9.85981072887557
1636770496891490250,0.030585481232457242,-0.04784798383158715,9.840126870669263
1636770496910283477,0.03443930139546927,-0.08115278456323767,9.84685942680925
1636770496922832520,0.02728969254868451,-0.06140113893593899,9.859818721800288
1636770496923570807,0.04737947709393827,-0.071084296775003,9.88587935388245
1636770496942574903,0.029633094675026835,-0.04659865129057722,9.840135780108145
1636770496943480740,0.026535107901793416,-0.060481808344967115,9.859826463729423
1636770496961747286,0.02629918941689969,-0.06021479245511033,9.859828730263985
1636770496962320580,0.023174089856486516,-0.07409081217268146,9.87952043331768
1636770496980905551,0.04616296855247051,-0.0695143810003237,9.885896273559794
1636770496993183903,0.02849391678159709,-0.044913293886887265,9.840146981681524
1636770496993685221,0.025294608695720765,-0.05866383368442305,9.8598407094834
1636770497011351393,0.02212480586298151,-0.07241948907664489,9.87953523146689
1636770497012263722,0.04797638722634371,-0.0538714786235811,9.86621984765547
1636770497031646100,0.0217123735342105,-0.071932734924337,9.879539702203656
1636770497032703548,0.017386139409845628,-0.03810700931920169,9.872796228885361
1636770497050753251,0.008096011877570355,-0.08104224129194754,9.840529112238324
1636770497061881802,0.037516446824784264,-0.04773340737030343,9.898865700560075
1636770497062756724,0.02118183701745665,-0.07087311664383546,9.879548513642025
1636770497081392574,0.02091784921134905,-0.07059997298510413,9.879551030279346
1636770497081764818,0.04966173596021436,-0.03798133579993682,9.846541055397838
1636770497100259622,0.00013584749229516874,-0.060229144976738376,9.853483987013705
1636770497112634162,0.056251240655487374,-0.05702256759385086,9.833602402139517
1636770497113107369,-0.00022543488748720446,-0.05961220695924271,9.853487737550315
1636770497131785006,0.0458544600691946,-0.05086953484812086,9.86624587357031
1636770497132728371,0.022254957558981762,-0.05483764604336704,9.859870060226179
1636770497151183258,0.04946336632947498,-0.08416909578556682,9.873006110703447
1636770497152124643,0.021911262766519998,-0.05432898424772713,9.859873647111392
1636770497171479287,0.035357796412846025,-0.06866662938383412,9.86644556429143
1636770497190089100,0.035663670620738885,-0.09256043757025564,9.834004145143778
1636770497202364856,0.025633470158233303,-0.08688263527966004,9.866641635514826
1636770497203009603,0.041589473415476856,-0.06302523016754638,9.885960070108903
1636770497221649919,0.04413913644068825,-0.04853439238629582,9.866265460066982
1636770497222110713,0.048095430846410187,-0.0815748530369939,9.873034645609536
1636770497240791083,-0.002616463097453618,-0.05605136248874002,9.853508291345769
1636770497241205580,0.05078349314867666,-0.06692524343206006,9.85334016243975
1636770497253349944,-0.002658853803080922,-0.05564238277951847,9.853510597877518
1636770497280457967,0.04773239441261599,-0.08072296896905663,9.873043409005653
1636770497281053962,0.04032707479508659,-0.061008260832689926,9.885977953351997
1636770497291805167,0.019790388711561312,-0.05090808296530398,9.859896386740491
1636770497292318461,0.013822790905369248,-0.07879770579325007,9.899300625659954
1636770497311050220,0.04263641047539378,-0.045885682278761934,9.866284741071686
1636770497311547026,0.016567597090998653,-0.06391206607533018,9.879604811911385
1636770497330169181,0.02634751349030048,-0.06892113843571121,9.846977612481222
